Post link,City,Neighborhood,Size,Number of rooms,Floor number,Taxes,Price,Room mates,Furniture,Elevator,Air conditioner,Parking,Balcony,Bars,Shelter,Storeroom,Renovated,Boiler,Pets allowed
s9mwdyot,סביניה,מרכז העיר,60,2.5,2,590,2200,1,1,1,1,0,,1,1,1,1,1,1
1oqh8g0j,חדרה,מרכז העיר,103,4,1,,4200,1,1,1,1,1,,1,1,1,1,1,1
cnwluo3n,כפר יונה,שאר העיר,70,3.5,1,,2700,1,1,1,1,0,,1,1,1,1,1,1
1v9zibdd,תל אביב יפו,נווה שאנן,110,3,2,600,5800,1,1,1,1,0,3,1,1,1,1,1,1
qlzhoh4f,נתיבות,נווה שרון / שער העיר,110,4,5,,3000,1,1,1,1,1,1,1,1,1,1,1,1
qw39c332,חיפה,המיימוני,84,3,4,600,3500,1,1,1,1,0,,1,1,1,1,1,1
cnwluo3n,כפר יונה,שאר העיר,70,3.5,1,,2700,1,1,1,1,0,,1,1,1,1,1,1
1v9zibdd,תל אביב יפו,נווה שאנן,110,3,2,600,5800,1,1,1,1,0,3,1,1,1,1,1,1
qlzhoh4f,נתיבות,נווה שרון / שער העיר,110,4,5,,3000,1,1,1,1,1,1,1,1,1,1,1,1
qw39c332,חיפה,המיימוני,84,3,4,600,3500,1,1,1,1,0,,1,1,1,1,1,1
g6fjbwwa,מערב ותיק,רמז,85,3,1,830,5555,1,1,1,1,1,,1,1,1,1,1,1
aph6eamo,רמלה,ויצמן,80,3,2,,4300,1,1,1,1,0,1,1,1,1,1,1,1
w202lt3q,קרית גת,בני ישראל,70,3,3,,2000,1,1,1,1,1,,1,1,1,1,1,1
r520q6od,סביניה,מרכז העיר,70,3,1,1,3000,1,1,1,1,0,,1,1,1,1,1,1
f1by0qs8,חולון,נאות רחל,75,3,1,620,3800,1,1,1,1,0,,1,1,1,1,1,1
piewmoni,סביניה,מרכז העיר,110,5,1,1000,4500,1,1,1,1,1,,1,1,1,1,1,1
cmb2tkvj,בת ים,לב העיר,70,3,3,600,3900,1,1,1,1,0,,1,1,1,1,1,1
aqbdnmcr,ירושלים,עיר גנים,70,3,,560,3600,1,1,1,1,0,,1,1,1,1,1,1
0t9zg414,סביניה,מרכז העיר,70,3,2,600,3000,1,1,1,1,1,,1,1,1,1,1,1
cmb2tkvj,בת ים,לב העיר,70,3,3,600,3900,1,1,1,1,0,,1,1,1,1,1,1
aqbdnmcr,ירושלים,עיר גנים,70,3,,560,3600,1,1,1,1,0,,1,1,1,1,1,1
0t9zg414,סביניה,מרכז העיר,70,3,2,600,3000,1,1,1,1,1,,1,1,1,1,1,1
i8g82gbc,חיפה,רמות רמז,95,4,2,500,4200,1,1,1,1,0,1,1,1,1,1,1,1
le8jib4u,חיפה,רמות רמז,40,2,,200,2400,1,1,1,1,0,1,1,1,1,1,1,1
rqmelmce,חריש,אבני חן,103,4,6,890,3000,1,1,1,1,1,1,1,1,1,1,1,1
v7edv8le,אור יהודה,ההסתדרות,80,3.5,3,,4500,1,1,1,1,1,,1,1,1,1,1,1
q1uov84n,ירושלים,קרית היובל,50,3,1,450,3600,1,1,1,1,0,,1,1,1,1,1,1
5tttyagt,חריש,החורש,100,4,2,750,3000,1,1,1,1,1,1,1,1,1,1,1,1
oosh3buf,הרכבת,מונטיפיורי,113,4,43,,13000,1,1,1,1,1,1,1,1,1,1,1,1
feqczhbh,שערי חסד,נחלאות,24,1.5,2,1,3250,1,1,1,1,0,,1,1,1,1,1,1
4tti1wei,נאות אילן,נווה זאב,120,4,2,,3800,1,1,1,1,1,1,1,1,1,1,1,1
1vouq8rh,חיפה,הדר עליון,65,2.5,2,,2555,1,1,1,1,0,1,1,1,1,1,1,1
5pj2hlr5,ירושלים,קרית משה,75,3,3,,6000,1,1,1,1,1,2,1,1,1,1,1,1
o3em2yp1,תלפיות מזרח,ארמון הנציב,40,2,1,,3400,1,1,1,1,1,1,1,1,1,1,1,1
ni9crq52,בת ים,לב העיר,108,3.5,3,,5000,1,1,1,1,1,2,1,1,1,1,1,1
8mn6arkb,חולון,אגרובנק,58,2,,,3600,1,1,1,1,0,2,1,1,1,1,1,1
k9oardjd,מרכז העיר ג',שכונת בן גוריון,20,1,1,,2650,1,1,1,1,0,,1,1,1,1,1,1
8mn6arkb,חולון,אגרובנק,58,2,,,3600,1,1,1,1,0,2,1,1,1,1,1,1
k9oardjd,מרכז העיר ג',שכונת בן גוריון,20,1,1,,2650,1,1,1,1,0,,1,1,1,1,1,1
oofpn11g,בת ים,הנביאים,40,1,2,,3000,1,1,1,1,0,,1,1,1,1,1,1
ixrjzen1,תל אביב יפו,הצפון החדש - כיכר המדינה,65,3,1,,10000,1,1,1,1,0,,1,1,1,1,1,1
ogfus1ew,כרמיאל,מגדים,75,3,2,530,3000,1,1,1,1,1,2,1,1,1,1,1,1
y9e6u7n9,חולון,גרין ועם,68,3,4,677,3700,1,1,1,1,1,1,1,1,1,1,1,1
fuqch609,פתח תקווה,עין גנים,32,1,4,302,2400,1,1,1,1,1,1,1,1,1,1,1,1
wq5m500v,רמת בית הכרם,בית הכרם,63,3.5,3,1000,5100,1,1,1,1,0,,1,1,1,1,1,1
uwsoxhd9,באר שבע,שכונה א',100,4.5,3,800,2590,1,1,1,1,1,,1,1,1,1,1,1
d5m4l85r,פתח תקווה,שיפר,75,3,3,,4500,1,1,1,1,1,,1,1,1,1,1,1
uwsoxhd9,באר שבע,שכונה א',100,4.5,3,800,2590,1,1,1,1,1,,1,1,1,1,1,1
d5m4l85r,פתח תקווה,שיפר,75,3,3,,4500,1,1,1,1,1,,1,1,1,1,1,1
smkp9ksc,רמת השרון,גולן,118,4,2,1000,9500,1,1,1,1,1,,1,1,1,1,1,1
zi5z1ff8,שדרות,נאות הדקל,80,4,4,,2400,1,1,1,1,0,,1,1,1,1,1,1
rv38d0yr,כפר סבא,ראשונים,76,3,2,280,5100,1,1,1,1,0,,1,1,1,1,1,1
uxtikl3t,באר שבע,שכונה ו',42,2,,,1850,1,1,1,1,1,1,1,1,1,1,1,1
hif8o5cb,פתח תקווה,לב המושבה / מרכז העיר,84,4,1,860,5200,1,1,1,1,1,1,1,1,1,1,1,1
jgvu3r0x,ירושלים,עיר גנים,1,2,1,,3200,1,1,1,1,0,,1,1,1,1,1,1
ds1ic0re,פארק לאומי וחופים,מרינה,55,2,1,200,3600,1,1,1,1,1,1,1,1,1,1,1,1
7yeui1b6,בת ים,אזור תעשיה,97,3,15,,6799,1,1,1,1,1,1,1,1,1,1,1,1
6pj09bou,טירת כרמל,רמת בגין,91,4,1,700,4250,1,1,1,1,1,,1,1,1,1,1,1
3o1qa2vz,חיפה,המיימוני,20,1.5,1,,1300,1,1,1,1,0,,1,1,1,1,1,1
8j5evh4f,חדרה,מרכז העיר,111,5,2,,4250,1,1,1,1,1,1,1,1,1,1,1,1
s5k0lrxu,אשקלון,שקמים ואגמים,95,4,3,520,4000,1,1,1,1,1,,1,1,1,1,1,1
6pj09bou,טירת כרמל,רמת בגין,91,4,1,700,4250,1,1,1,1,1,,1,1,1,1,1,1
3o1qa2vz,חיפה,המיימוני,20,1.5,1,,1300,1,1,1,1,0,,1,1,1,1,1,1
8j5evh4f,חדרה,מרכז העיר,111,5,2,,4250,1,1,1,1,1,1,1,1,1,1,1,1
s5k0lrxu,אשקלון,שקמים ואגמים,95,4,3,520,4000,1,1,1,1,1,,1,1,1,1,1,1
8nr8ymsl,ירושלים,פסגת זאב,40,2,1,,2900,1,1,1,1,0,,1,1,1,1,1,1
ypldcvy2,הרצליה,מרכז,120,5.5,2,1140,9000,1,1,1,1,1,1,1,1,1,1,1,1
ax6htbgl,בת ים,דרום מערב ותיק,70,2.5,2,650,3900,1,1,1,1,0,,1,1,1,1,1,1
6ehx2aep,מגדל העמק,מצפה העמק,103,4,,977,3500,1,1,1,1,1,2,1,1,1,1,1,1
zoqiaxdv,חיפה,קרית חיים מערבית,70,3,,,2000,1,1,1,1,0,,1,1,1,1,1,1
fuxljm1s,קרית מוצקין,משכנות האומנים,143,5,14,1450,4500,1,1,1,1,1,2,1,1,1,1,1,1
ltjmwcgl,באר שבע,שכונה ה',58,3,3,1,2500,1,1,1,1,0,1,1,1,1,1,1,1
xlg5l4b0,בת ים,הגבול רוטשילד,48,2,,390,3900,1,1,1,1,0,,1,1,1,1,1,1
fuxljm1s,קרית מוצקין,משכנות האומנים,143,5,14,1450,4500,1,1,1,1,1,2,1,1,1,1,1,1
ltjmwcgl,באר שבע,שכונה ה',58,3,3,1,2500,1,1,1,1,0,1,1,1,1,1,1,1
xlg5l4b0,בת ים,הגבול רוטשילד,48,2,,390,3900,1,1,1,1,0,,1,1,1,1,1,1
zach17ya,פתח תקווה,אחדות,90,4,5,900,4700,1,1,1,1,1,1,1,1,1,1,1,1
u24ciayv,שחמון,שבטי ישראל,80,3,4,,3800,1,1,1,1,1,,1,1,1,1,1,1
6bqxlgk2,ביתר עילית,האתרוג,97,4.5,3,,4000,1,1,1,1,0,1,1,1,1,1,1,1
3fpig1rg,טירת כרמל,החותרים,140,5,3,1000,4500,1,1,1,1,1,1,1,1,1,1,1,1
kowr5m1u,בת ים,לב העיר,90,4,1,,5200,1,1,1,1,1,1,1,1,1,1,1,1
3oupvozl,גני תקווה,מתחם מרכזי,128,5,11,1800,8000,1,1,1,1,1,1,1,1,1,1,1,1
kaxmxt0v,קרית עקרון,שאר העיר,63,2,1,493,3600,1,1,1,1,0,,1,1,1,1,1,1
amea0cui,חיפה,רמת התשבי,75,3,1,800,2800,1,1,1,1,0,1,1,1,1,1,1,1
3r2qi1n1,רמת גן,תל יהודה,80,4,3,,5650,1,1,1,1,1,,1,1,1,1,1,1
0fgjk2lh,חדרה,הזיתים,80,3.5,4,610,3200,1,1,1,1,1,1,1,1,1,1,1,1
ky1u0tb3,חולון,גרין ועם,75,3.5,,680,4500,1,1,1,1,0,,1,1,1,1,1,1
amea0cui,חיפה,רמת התשבי,75,3,1,800,2800,1,1,1,1,0,1,1,1,1,1,1,1
3r2qi1n1,רמת גן,תל יהודה,80,4,3,,5650,1,1,1,1,1,,1,1,1,1,1,1
0fgjk2lh,חדרה,הזיתים,80,3.5,4,610,3200,1,1,1,1,1,1,1,1,1,1,1,1
ky1u0tb3,חולון,גרין ועם,75,3.5,,680,4500,1,1,1,1,0,,1,1,1,1,1,1
1l526d68,קרית גת,כרמי גת,97,4,3,,4300,1,1,1,1,1,1,1,1,1,1,1,1
viuxyka2,חיפה,נווה שאנן,80,3,13,,4050,1,1,1,1,1,1,1,1,1,1,1,1
2ix1n6pe,גדרה,נווה משה,60,3,,,3750,1,1,1,1,0,,1,1,1,1,1,1
ofuyi839,רמלה,בן גוריון,40,2,9,150,3000,1,1,1,1,0,,1,1,1,1,1,1
l03ul2tk,תל אביב יפו,הצפון הישן - צפון,40,1.5,,290,5500,1,1,1,1,0,1,1,1,1,1,1,1
xs3zc4wb,נתניה,רמת ידין,65,3,1,,3700,1,1,1,1,0,,1,1,1,1,1,1
wp8vayht,יפו ג',נווה גולן,72,4,3,450,4500,1,1,1,1,0,,1,1,1,1,1,1
b9m8pdov,ירושלים,פסגת זאב,80,3,3,,4000,1,1,1,1,0,1,1,1,1,1,1,1
u24ciayv,שחמון,שבטי ישראל,80,3,4,,3800,1,1,1,1,1,,1,1,1,1,1,1
6bqxlgk2,ביתר עילית,האתרוג,97,4.5,3,,4000,1,1,1,1,0,1,1,1,1,1,1,1
3fpig1rg,טירת כרמל,החותרים,140,5,3,1000,4500,1,1,1,1,1,1,1,1,1,1,1,1
kowr5m1u,בת ים,לב העיר,90,4,1,,5200,1,1,1,1,1,1,1,1,1,1,1,1
3oupvozl,גני תקווה,מתחם מרכזי,128,5,11,1800,8000,1,1,1,1,1,1,1,1,1,1,1,1
kaxmxt0v,קרית עקרון,שאר העיר,63,2,1,493,3600,1,1,1,1,0,,1,1,1,1,1,1
amea0cui,חיפה,רמת התשבי,75,3,1,800,2800,1,1,1,1,0,1,1,1,1,1,1,1
3r2qi1n1,רמת גן,תל יהודה,80,4,3,,5650,1,1,1,1,1,,1,1,1,1,1,1
0fgjk2lh,חדרה,הזיתים,80,3.5,4,610,3200,1,1,1,1,1,1,1,1,1,1,1,1
ky1u0tb3,חולון,גרין ועם,75,3.5,,680,4500,1,1,1,1,0,,1,1,1,1,1,1
1l526d68,קרית גת,כרמי גת,97,4,3,,4300,1,1,1,1,1,1,1,1,1,1,1,1
viuxyka2,חיפה,נווה שאנן,80,3,13,,4050,1,1,1,1,1,1,1,1,1,1,1,1
0fgjk2lh,חדרה,הזיתים,80,3.5,4,610,3200,1,1,1,1,1,1,1,1,1,1,1,1
ky1u0tb3,חולון,גרין ועם,75,3.5,,680,4500,1,1,1,1,0,,1,1,1,1,1,1
1l526d68,קרית גת,כרמי גת,97,4,3,,4300,1,1,1,1,1,1,1,1,1,1,1,1
viuxyka2,חיפה,נווה שאנן,80,3,13,,4050,1,1,1,1,1,1,1,1,1,1,1,1
2ix1n6pe,גדרה,נווה משה,60,3,,,3750,1,1,1,1,0,,1,1,1,1,1,1
ofuyi839,רמלה,בן גוריון,40,2,9,150,3000,1,1,1,1,0,,1,1,1,1,1,1
l03ul2tk,תל אביב יפו,הצפון הישן - צפון,40,1.5,,290,5500,1,1,1,1,0,1,1,1,1,1,1,1
xs3zc4wb,נתניה,רמת ידין,65,3,1,,3700,1,1,1,1,0,,1,1,1,1,1,1
wp8vayht,יפו ג',נווה גולן,72,4,3,450,4500,1,1,1,1,0,,1,1,1,1,1,1
b9m8pdov,ירושלים,פסגת זאב,80,3,3,,4000,1,1,1,1,0,1,1,1,1,1,1,1
9wm65zcw,אשקלון,עיר ימים / הבלוט,98,3,1,,4100,1,1,1,1,1,1,1,1,1,1,1,1
viuxyka2,חיפה,נווה שאנן,80,3,13,,4050,1,1,1,1,1,1,1,1,1,1,1,1
2ix1n6pe,גדרה,נווה משה,60,3,,,3750,1,1,1,1,0,,1,1,1,1,1,1
ofuyi839,רמלה,בן גוריון,40,2,9,150,3000,1,1,1,1,0,,1,1,1,1,1,1
l03ul2tk,תל אביב יפו,הצפון הישן - צפון,40,1.5,,290,5500,1,1,1,1,0,1,1,1,1,1,1,1
xs3zc4wb,נתניה,רמת ידין,65,3,1,,3700,1,1,1,1,0,,1,1,1,1,1,1
wp8vayht,יפו ג',נווה גולן,72,4,3,450,4500,1,1,1,1,0,,1,1,1,1,1,1
b9m8pdov,ירושלים,פסגת זאב,80,3,3,,4000,1,1,1,1,0,1,1,1,1,1,1,1
9wm65zcw,אשקלון,עיר ימים / הבלוט,98,3,1,,4100,1,1,1,1,1,1,1,1,1,1,1,1
93hvmf0v,מעלות תרשיחא,שכונה ותיקה - מרכז העיר,85,4,1,,2500,1,1,1,1,0,,1,1,1,1,1,1
j4tzaxdv,עכו,נווה אלון,55,2.5,3,,2350,1,1,1,1,0,,1,1,1,1,1,1
o5942rkf,נתניה,מרכז העיר דרום,40,2,4,600,3000,1,1,1,1,0,,1,1,1,1,1,1
j4tzaxdv,עכו,נווה אלון,55,2.5,3,,2350,1,1,1,1,0,,1,1,1,1,1,1
o5942rkf,נתניה,מרכז העיר דרום,40,2,4,600,3000,1,1,1,1,0,,1,1,1,1,1,1
fl0yi6t9,ראשון לציון,האירוס,150,5,9,,9770,1,1,1,1,1,1,1,1,1,1,1,1
1bjbounc,בית שמש,רמת משה / בית שמש הוותיקה,60,3,,,2800,1,1,1,1,1,,1,1,1,1,1,1
zyhc8jqz,רמת גן,אזור הבילויים,80,3.5,3,450,5400,1,1,1,1,0,1,1,1,1,1,1,1
kgbwpos5,קרית ים,סביוני ים,125,4.5,6,,,1,1,1,1,1,1,1,1,1,1,1,1
r5vryvz9,מטע,מטע,60,2.5,1,,3600,1,1,1,1,0,,1,1,1,1,1,1
aazrxgf4,קרית ים,סביוני ים,109,4,3,,4500,1,1,1,1,1,1,1,1,1,1,1,1
zvab7lo1,פרדס בחסכון,בית בפארק,140,5,10,1500,6800,1,1,1,1,1,1,1,1,1,1,1,1
54buagmd,בית שמש,רמת האמוראים / רמת בית שמש ד-1,129,4,1,,3900,1,1,1,1,1,1,1,1,1,1,1,1
32s1m0pv,יבנה,נאות רבין,90,3,5,,5500,1,1,1,1,1,1,1,1,1,1,1,1
ahanorsd,אשקלון,נווה ים,69,3.5,4,350,2300,1,1,1,1,0,,1,1,1,1,1,1
ml4ngiz6,באר שבע,שכונה ו',130,4.5,8,940,3200,1,1,1,1,1,3,1,1,1,1,1,1
choevlzl,בת ים,רמת הנשיא,75,3,3,936,4300,1,1,1,1,0,1,1,1,1,1,1,1
ahanorsd,אשקלון,נווה ים,69,3.5,4,350,2300,1,1,1,1,0,,1,1,1,1,1,1
ml4ngiz6,באר שבע,שכונה ו',130,4.5,8,940,3200,1,1,1,1,1,3,1,1,1,1,1,1
choevlzl,בת ים,רמת הנשיא,75,3,3,936,4300,1,1,1,1,0,1,1,1,1,1,1,1
7mit942a,קרית גת,ההעפלה,107,3.5,9,,4000,1,1,1,1,1,1,1,1,1,1,1,1
4wp8pdsu,חיפה,רמות רמז,25,1.5,1,1,1600,1,1,1,1,0,,1,1,1,1,1,1
cqav6a7t,קרית ים,בנה ביתך,112,4,6,,4500,1,1,1,1,1,1,1,1,1,1,1,1
qqo9jpax,בני ברק,הר שלום,35,2.5,2,,2800,1,1,1,1,0,,1,1,1,1,1,1
qxogz53p,בית שמש,רמת האמוראים / רמת בית שמש ד-2,141,6,5,,6500,1,1,1,1,1,1,1,1,1,1,1,1
dpzd7lh7,ירושלים,קרית היובל,65,3,1,,3800,1,1,1,1,0,,1,1,1,1,1,1
0mp0663l,שחמון,שבטי ישראל,100,5,3,,4750,1,1,1,1,0,,1,1,1,1,1,1
d5g94tlc,נתניה,מרכז העיר דרום,38,2,3,,2600,1,1,1,1,0,,1,1,1,1,1,1
cjno5fou,חריש,אבני חן,100,5,4,1080,3400,1,1,1,1,1,2,1,1,1,1,1,1
f81kvb1k,בית שמש,רמת האמוראים / רמת בית שמש ד-2,80,3,1,,2950,1,1,1,1,1,1,1,1,1,1,1,1
u0e986je,דימונה,הנצחון,79,3,3,,2000,1,1,1,1,0,1,1,1,1,1,1,1
tjijth2u,חולון,גרין ועם,100,4,4,950,4900,1,1,1,1,1,,1,1,1,1,1,1
dpzd7lh7,ירושלים,קרית היובל,65,3,1,,3800,1,1,1,1,0,,1,1,1,1,1,1
0mp0663l,שחמון,שבטי ישראל,100,5,3,,4750,1,1,1,1,0,,1,1,1,1,1,1
d5g94tlc,נתניה,מרכז העיר דרום,38,2,3,,2600,1,1,1,1,0,,1,1,1,1,1,1
cjno5fou,חריש,אבני חן,100,5,4,1080,3400,1,1,1,1,1,2,1,1,1,1,1,1
f81kvb1k,בית שמש,רמת האמוראים / רמת בית שמש ד-2,80,3,1,,2950,1,1,1,1,1,1,1,1,1,1,1,1
u0e986je,דימונה,הנצחון,79,3,3,,2000,1,1,1,1,0,1,1,1,1,1,1,1
tjijth2u,חולון,גרין ועם,100,4,4,950,4900,1,1,1,1,1,,1,1,1,1,1,1
zt3jzfha,חיפה,עבאס,75,2,1,,2500,1,1,1,1,0,2,1,1,1,1,1,1
enh5yn8x,פתח תקווה,תקומה / קרית חזני,50,3,2,,3500,1,1,1,1,0,,1,1,1,1,1,1
hfvipj26,חיפה,רוממה,67,3,1,650,3100,1,1,1,1,1,,1,1,1,1,1,1
lscinbcy,כפר יהושע,כפר יהושע,65,2.5,2,,3500,1,1,1,1,1,2,1,1,1,1,1,1
hqv5m9n3,קרית מוצקין,מוצקין הותיקה,26,1.5,1,,1800,1,1,1,1,0,1,1,1,1,1,1,1
5q2mzm4y,נתיבות,נתיבות מערב,100,4,1,,3500,1,1,1,1,1,1,1,1,1,1,1,1
rngpuhgs,חיפה,יזרעאליה,97,4,12,700,3500,1,1,1,1,1,,1,1,1,1,1,1
w3r2qvlm,תל אביב יפו,שפירא,25,1,1,1,3200,1,1,1,1,0,1,1,1,1,1,1,1
mikfhfe5,חיפה,המושבה הגרמנית,90,4,4,,3600,1,1,1,1,1,,1,1,1,1,1,1
nn2cm7zi,נתניה,מרכז העיר דרום,30,2,,,4000,1,1,1,1,0,,1,1,1,1,1,1
hyccrlys,אור עקיבא,אורות,90,4,2,,3600,1,1,1,1,0,,1,1,1,1,1,1
j0fv603y,נתניה,מרכז העיר דרום,118,4,6,1200,,1,1,1,1,1,,1,1,1,1,1,1
kx3fu6l5,גני ראשון,רביבים,35,1,3,400,3250,1,1,1,1,1,,1,1,1,1,1,1
r1pwu9vp,מעלות תרשיחא,אורנים,126,5,4,900,3900,1,1,1,1,1,2,1,1,1,1,1,1
kvkt00cq,בת ים,לב העיר,70,2.5,2,750,4400,1,1,1,1,1,,1,1,1,1,1,1
gnzho9rh,חיפה,תל עמל,60,3,1,,2500,1,1,1,1,0,,1,1,1,1,1,1
jxhhvj0m,קרית מוצקין,מוצקין הותיקה,100,4,1,,3500,1,1,1,1,0,,1,1,1,1,1,1
iurekcql,מרכז העיר ג',שכונת בן גוריון,120,4,14,,7500,1,1,1,1,1,1,1,1,1,1,1,1
u7o5ldqx,ירושלים,קרית היובל,68,3.5,1,640,4500,1,1,1,1,1,,1,1,1,1,1,1
m4ekjz76,חולון,ג'סי כהן,60,3,1,370,4300,1,1,1,1,0,,1,1,1,1,1,1
m4ekjz76,חולון,ג'סי כהן,60,3,1,370,4300,1,1,1,1,0,,1,1,1,1,1,1
p7f5hbe3,ראש העין,גבעת הסלעים,75,3,2,600,4300,1,1,1,1,0,,1,1,1,1,1,1
l04yu8mx,חולון,גרין ועם,85,4,4,750,4700,1,1,1,1,0,,1,1,1,1,1,1
dzakhpp5,ראשון לציון,נווה חוף,70,3,1,,5000,1,1,1,1,1,,1,1,1,1,1,1
w5cibj44,פרדס חנה כרכור,תל ימת כרכור,55,3,2,365,1900,1,1,1,1,1,,1,1,1,1,1,1
yh87v6mp,דימונה,הנצחון,70,3,2,400,1000,1,1,1,1,1,,1,1,1,1,1,1
gy1qx8p0,שביט,גבעה א',72,3,3,,1750,1,1,1,1,1,1,1,1,1,1,1,1
vhl2ys7q,נס ציונה,גבעת נוף,80,3.5,2,,4800,1,1,1,1,1,,1,1,1,1,1,1
oj96i0yf,נתיבות,נווה שרון / שער העיר,122,5,8,,3400,1,1,1,1,1,1,1,1,1,1,1,1
58uz74vg,יבנה,נאות שמיר,161,6,2,1700,7000,1,1,1,1,1,1,1,1,1,1,1,1
gy1qx8p0,שביט,גבעה א',72,3,3,,1750,1,1,1,1,1,1,1,1,1,1,1,1
vhl2ys7q,נס ציונה,גבעת נוף,80,3.5,2,,4800,1,1,1,1,1,,1,1,1,1,1,1
oj96i0yf,נתיבות,נווה שרון / שער העיר,122,5,8,,3400,1,1,1,1,1,1,1,1,1,1,1,1
i8ooh5a2,טבריה,רבי עקיבא,40,2,,,1400,1,1,1,1,1,,1,1,1,1,1,1
p20v90aq,אור יהודה,קרית גיורא,85,4,2,,4800,1,1,1,1,0,,1,1,1,1,1,1
qhuo00bd,חולון,אגרובנק,55,2.5,3,500,3600,1,1,1,1,0,,1,1,1,1,1,1
asazws2r,יהוד מונוסון,נווה מונוסון,134,5,7,,8000,1,1,1,1,1,1,1,1,1,1,1,1
qhuo00bd,חולון,אגרובנק,55,2.5,3,500,3600,1,1,1,1,0,,1,1,1,1,1,1
asazws2r,יהוד מונוסון,נווה מונוסון,134,5,7,,8000,1,1,1,1,1,1,1,1,1,1,1,1
xd9l17ah,פתח תקווה,רמת ורבר,80,4,3,,4300,1,1,1,1,0,,1,1,1,1,1,1
v8wvtcny,רחובות,קרית משה,80,3,3,,,1,1,1,1,0,,1,1,1,1,1,1
vrk5crop,קרית אתא,מרכז העיר,75,3,1,,2200,1,1,1,1,0,,1,1,1,1,1,1
qmyqjcla,באר שבע,שכונה ד',90,4,2,500,3100,1,1,1,1,0,,1,1,1,1,1,1
039woawy,שדרות,נאות שקמה,130,5,4,420,4750,1,1,1,1,1,1,1,1,1,1,1,1
z7igrcxe,חיפה,יזרעאליה,35,1.5,4,,1700,1,1,1,1,1,,1,1,1,1,1,1
k4lhgur4,פתח תקווה,המרכז השקט / מרכז העיר,82,3,7,1000,4200,1,1,1,1,0,1,1,1,1,1,1,1
53dj4dpk,בת ים,רמת הנשיא,65,2.5,2,600,3900,1,1,1,1,1,,1,1,1,1,1,1
mymqcl1g,מבשרת ציון,מעוז ציון ב',50,2,2,,3100,1,1,1,1,0,1,1,1,1,1,1,1
xd9l17ah,פתח תקווה,רמת ורבר,80,4,3,,4300,1,1,1,1,0,,1,1,1,1,1,1
v8wvtcny,רחובות,קרית משה,80,3,3,,,1,1,1,1,0,,1,1,1,1,1,1
vrk5crop,קרית אתא,מרכז העיר,75,3,1,,2200,1,1,1,1,0,,1,1,1,1,1,1
qmyqjcla,באר שבע,שכונה ד',90,4,2,500,3100,1,1,1,1,0,,1,1,1,1,1,1
039woawy,שדרות,נאות שקמה,130,5,4,420,4750,1,1,1,1,1,1,1,1,1,1,1,1
z7igrcxe,חיפה,יזרעאליה,35,1.5,4,,1700,1,1,1,1,1,,1,1,1,1,1,1
k4lhgur4,פתח תקווה,המרכז השקט / מרכז העיר,82,3,7,1000,4200,1,1,1,1,0,1,1,1,1,1,1,1
53dj4dpk,בת ים,רמת הנשיא,65,2.5,2,600,3900,1,1,1,1,1,,1,1,1,1,1,1
mymqcl1g,מבשרת ציון,מעוז ציון ב',50,2,2,,3100,1,1,1,1,0,1,1,1,1,1,1,1
whrdg8t2,ערד,אבישור,90,4,6,700,2700,1,1,1,1,0,,1,1,1,1,1,1
sc34fh0j,חיפה,כרמליה,120,5,2,,6000,1,1,1,1,1,1,1,1,1,1,1,1
z7igrcxe,חיפה,יזרעאליה,35,1.5,4,,1700,1,1,1,1,1,,1,1,1,1,1,1
k4lhgur4,פתח תקווה,המרכז השקט / מרכז העיר,82,3,7,1000,4200,1,1,1,1,0,1,1,1,1,1,1,1
53dj4dpk,בת ים,רמת הנשיא,65,2.5,2,600,3900,1,1,1,1,1,,1,1,1,1,1,1
mymqcl1g,מבשרת ציון,מעוז ציון ב',50,2,2,,3100,1,1,1,1,0,1,1,1,1,1,1,1
whrdg8t2,ערד,אבישור,90,4,6,700,2700,1,1,1,1,0,,1,1,1,1,1,1
sc34fh0j,חיפה,כרמליה,120,5,2,,6000,1,1,1,1,1,1,1,1,1,1,1,1
at2oq5t1,בת ים,רמת הנשיא,85,3,2,650,3700,1,1,1,1,1,1,1,1,1,1,1,1
c2ihx2yo,פתח תקווה,עין גנים,115,4,2,,7000,1,1,1,1,1,1,1,1,1,1,1,1
njfcqcj7,פרדס בחסכון,בית בפארק,180,6,2,,6300,1,1,1,1,1,1,1,1,1,1,1,1
usjn0wjz,חיפה,מרכז הכרמל,70,2,3,,3800,1,1,1,1,0,1,1,1,1,1,1,1
b2a33620,כפר סבא,ארלוזורוב,91,4,2,,5200,1,1,1,1,0,,1,1,1,1,1,1
njfcqcj7,פרדס בחסכון,בית בפארק,180,6,2,,6300,1,1,1,1,1,1,1,1,1,1,1,1
usjn0wjz,חיפה,מרכז הכרמל,70,2,3,,3800,1,1,1,1,0,1,1,1,1,1,1,1
b2a33620,כפר סבא,ארלוזורוב,91,4,2,,5200,1,1,1,1,0,,1,1,1,1,1,1
9mjwadmp,נאות אילן,נווה זאב,147,5,3,,4200,1,1,1,1,1,1,1,1,1,1,1,1
vflxysbp,חדרה,מרכז העיר,40,2,1,300,2350,1,1,1,1,1,,1,1,1,1,1,1
lz5m5fgb,טירת כרמל,גלי כרמל,120,5,10,1250,4900,1,1,1,1,1,1,1,1,1,1,1,1
ldmgsja4,הרצליה,מרכז,80,3.5,1,,6500,1,1,1,1,1,,1,1,1,1,1,1
